Country Name,Country Code,Series Name,Series Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,928.3552981,926.5340605,905.0857365,951.1721818,1020.745905,1124.614725,1212.190868,1263.373516,1207.740269,1163.952539,1252.102442,1248.607089,1263.666421,1407.164292,1650.917678,1943.46018,2281.81312,2794.876089,3307.239564,3186.390104,3824.786222,4493.175313,4732.921507,4962.139483,5069.137762,4755.35979,4734.130971,5146.504264,5399.040431,5480.250809,5207.289024
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,23645.61431,24086.21645,24967.70632,25765.54155,26925.46151,27891.38744,29105.32086,30518.03962,31691.91778,33319.27356,35155.79564,35831.03647,36674.72878,38400.82056,40777.42867,43360.44653,45738.08549,47660.54833,48229.12621,46495.71874,48387.21093,50123.85358,51717.78701,53068.03255,54648.01934,55542.96607,56451.5175,58605.34429,61381.71985,63341.78364,61454.84677
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,16978.04424,17798.88283,18964.64268,19054.38238,20278.37907,22174.09159,22187.07614,21684.76836,21745.86479,22668.85746,22991.71475,22610.5075,23404.11097,25998.55821,28729.1619,30169.4928,31594.08895,34313.0865,36083.74097,33541.02729,34961.21562,37415.27994,37159.4861,37412.16607,37943.69387,35593.40552,36049.90764,37378.929,39339.00803,39509.57109,38093.53288
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3122.903792,3146.575338,3367.590673,3151.465802,3239.60277,3672.295043,3802.314562,3880.092792,3734.030456,3941.000855,4370.088173,4274.30021,4534.110319,5547.413779,6753.970693,8008.479355,9187.77698,10954.53823,13045.05171,10905.70467,12378.48604,14895.98153,15212.35547,15552.76492,15752.12691,12808.34229,12403.57855,13240.29865,14399.54117,13808.44241,11809.88942
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1387.658757,1452.739102,1566.580402,1631.79258,1889.866732,2018.182155,2129.48169,2104.973294,1780.27116,1935.280799,1755.41807,1711.101284,1776.616245,2060.327203,2349.736091,2568.750645,2672.03361,2909.128514,3063.47838,2706.025385,2965.36361,3440.720461,3608.92391,3702.149345,3970.784808,3832.438806,3962.439848,4220.736436,4336.985308,4268.838313,3626.290589
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,19031.65229,19954.25418,21276.87745,21279.13474,22748.85235,25089.44314,25073.77415,24458.85044,24446.44169,25542.5252,25845.07614,25477.314,26427.1626,29493.17086,32596.5628,34137.41623,35730.04919,38757.13351,40725.41118,38177.39012,39641.70536,42456.70474,42231.40052,42459.00458,43135.27197,40669.47765,41414.14202,42998.8964,45451.87719,45769.58387,44343.10152
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,893.1761558,390.8368795,362.8565284,313.4805577,287.8002508,359.4810276,375.7003225,403.635696,405.3801352,433.1692265,492.3326915,452.5201326,504.4935885,531.8939747,645.6125496,782.6010892,961.8171172,1130.63648,1385.227014,1222.418207,1402.890203,1571.683839,1674.75933,1782.327163,1825.076849,1562.367213,1395.224982,1417.394779,1450.815035,1482.795794,1344.071538
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,2973.440292,2982.020416,3120.587998,3030.543128,3140.158411,3518.44675,3684.427832,3880.753329,3818.023546,4028.962417,4390.926633,4345.327624,4583.771053,5403.057116,6400.852163,7492.657004,8557.898674,10043.89896,11834.04058,9919.768311,11168.49098,13208.0489,13520.64302,13817.62114,14010.7252,11755.34528,11362.50465,12064.02084,13038.10426,12612.72433,10854.98333
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,359.2317094,312.6577036,324.9073248,314.99846,349.8634695,380.353701,407.7515518,419.3197881,416.9828766,438.310721,453.2376041,455.8581249,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4611995,1041.994401,1257.499445,1368.944608,1366.115421,1383.560005,1496.00791,1543.489948,1652.196,1867.505482,1894.169093,1959.342256,1804.917623
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,359.2317094,312.6577036,324.9073248,314.99846,349.8634695,380.353701,407.7515518,419.3197881,416.9828766,438.310721,453.2376041,455.8581249,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4611995,1041.994401,1257.499445,1368.944608,1366.115421,1383.560005,1496.00791,1543.489948,1652.196,1867.505482,1894.169093,1959.342256,1804.917623
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,655.9570535,645.2685767,628.4321773,573.3218716,544.6654852,615.5063003,618.0799686,624.4820068,588.7463002,580.2852744,602.9179554,560.9009892,595.7101043,726.6776337,880.029445,1017.848555,1176.181532,1328.584213,1483.561772,1375.52842,1594.449636,1743.041449,1778.589871,1842.87605,1863.63405,1660.449109,1510.112096,1566.048628,1598.687744,1600.881015,1485.500194
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,655.324549,644.641905,627.7071376,572.534583,543.8741478,614.7092876,617.3142845,623.6392652,587.8489993,579.3887029,602.0608812,560.0498316,594.7787806,725.7748533,878.9855694,1016.742791,1174.999984,1327.43134,1482.543208,1374.668519,1593.498508,1742.019018,1777.606336,1841.643333,1862.423665,1659.220909,1508.855304,1564.738398,1597.358963,1599.592575,1484.640636
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,655.9570535,645.2685767,628.4321773,573.3218716,544.6654852,615.5063003,618.0799686,624.4820068,588.7463002,580.2852744,602.9179554,560.9009892,595.7101043,726.6776337,880.029445,1017.848555,1176.181532,1328.584213,1483.561772,1375.52842,1594.449636,1743.041449,1778.589871,1842.87605,1863.63405,1660.449109,1510.112096,1566.048628,1598.687744,1600.881015,1485.500194
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1360.822122,1397.336082,1343.039469,1446.115234,1564.729228,1723.00611,1854.406235,1964.342983,1921.522268,1797.821109,1968.272508,1964.003535,1965.493779,2183.922657,2599.083414,3102.455581,3661.717877,4519.876303,5481.14627,5231.236505,6306.628403,7552.604624,8031.697227,8566.499744,8769.654809,8173.055438,8072.015628,8870.349295,9483.693306,9589.037874,9191.680733
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,4307.179917,4454.270752,4661.357403,4664.594054,4950.818951,5424.122439,5463.190511,5366.308396,5280.436906,5407.088081,5512.217025,5407.11511,5541.909015,6138.104723,6829.414125,7305.393939,7818.995169,8701.177804,9430.586423,8837.219447,9558.77174,10494.83677,10609.77086,10784.66484,10951.8086,10223.00396,10267.63884,10801.43975,11345.34998,11394.86113,10909.28705
